Leave_ID,Employee_ID,Leave_Type,Start_Date,End_Date,Total_Days,Approval_Status
L001032,E00160,Maternity,2024-11-01,2025-01-22,83,Approved
L001033,E00160,Sick,2024-07-23,2024-07-27,5,Approved
L001034,E00160,Annual,2025-03-27,2025-03-28,2,Approved
L001035,E00160,Casual,2025-06-18,2025-06-23,6,Approved
L001036,E00160,Sick,2024-05-09,2024-05-15,7,Approved
L001037,E00161,Annual,2025-03-25,2025-03-31,7,Approved
L001038,E00161,Casual,2024-10-06,2024-10-12,7,Approved
L001039,E00161,Sick,2024-12-10,2024-12-11,2,Approved
L001040,E00161,Annual,2025-03-09,2025-03-10,2,Approved
L001041,E00161,Sick,2024-10-25,2024-10-29,5,Approved
L001042,E00161,Unpaid,2024-07-23,2024-07-29,7,Pending
L001043,E00161,Annual,2024-08-28,2024-09-01,5,Approved
L001044,E00162,Annual,2022-10-16,2022-10-22,7,Rejected
L001045,E00162,Maternity,2022-06-01,2022-08-28,89,Approved
L001046,E00162,Paternity,2021-12-17,2021-12-21,5,Rejected
L001047,E00164,Annual,2023-12-20,2023-12-26,7,Approved
L001048,E00165,Sick,2024-02-04,2024-02-08,5,Rejected
L001049,E00165,Casual,2025-05-26,2025-05-30,5,Pending
L001050,E00165,Sick,2025-01-15,2025-01-15,1,Approved
L001051,E00165,Annual,2025-02-23,2025-02-25,3,Approved
L001052,E00165,Annual,2024-01-20,2024-01-26,7,Approved
L001053,E00165,Sick,2024-06-12,2024-06-16,5,Approved
L001054,E00165,Casual,2024-06-10,2024-06-11,2,Approved
L001055,E00165,Paternity,2024-11-03,2024-11-11,9,Approved
L001056,E00166,Unpaid,2022-12-19,2022-12-21,3,Approved
L001057,E00166,Annual,2022-06-25,2022-06-29,5,Approved
L001058,E00167,Annual,2023-05-27,2023-06-01,6,Approved
L001059,E00167,Sick,2023-03-11,2023-03-15,5,Pending
L001060,E00167,Sick,2024-03-03,2024-03-05,3,Approved
L001061,E00167,Paternity,2023-05-03,2023-05-11,9,Rejected
L001062,E00167,Casual,2024-08-02,2024-08-08,7,Approved
L001063,E00167,Annual,2023-07-04,2023-07-05,2,Approved
L001064,E00167,Annual,2024-09-24,2024-09-24,1,Approved
L001065,E00167,Sick,2025-02-08,2025-02-12,5,Approved
L001066,E00169,Sick,2022-05-06,2022-05-12,7,Approved
L001067,E00169,Sick,2022-05-30,2022-06-02,4,Approved
L001068,E00169,Sick,2022-11-12,2022-11-18,7,Rejected
L001069,E00169,Casual,2022-07-31,2022-08-05,6,Rejected
L001070,E00169,Sick,2022-02-19,2022-02-25,7,Approved
L001071,E00169,Casual,2023-03-24,2023-03-27,4,Pending
L001072,E00169,Unpaid,2022-04-29,2022-04-29,1,Approved
L001073,E00169,Sick,2023-05-27,2023-05-27,1,Approved
L001074,E00169,Casual,2023-03-01,2023-03-03,3,Approved
L001075,E00169,Sick,2022-12-29,2022-12-30,2,Approved
L001076,E00169,Casual,2022-08-27,2022-08-31,5,Approved
L001077,E00169,Unpaid,2024-02-26,2024-02-29,4,Approved
L001078,E00170,Annual,2024-05-30,2024-06-04,6,Approved
L001079,E00170,Casual,2024-03-24,2024-03-30,7,Approved
L001080,E00170,Annual,2024-08-22,2024-08-26,5,Rejected
L001081,E00170,Sick,2024-06-23,2024-06-26,4,Approved
L001082,E00170,Maternity,2025-03-14,2025-05-26,74,Pending
L001083,E00170,Casual,2024-12-02,2024-12-06,5,Approved
L001084,E00170,Casual,2025-01-06,2025-01-08,3,Approved
L001085,E00170,Sick,2025-06-26,2025-06-27,2,Approved
L001086,E00170,Annual,2024-09-04,2024-09-06,3,Approved
L001087,E00171,Sick,2024-10-05,2024-10-09,5,Approved
L001088,E00171,Sick,2021-03-06,2021-03-06,1,Approved
L001089,E00171,Sick,2022-10-28,2022-11-03,7,Approved
L001090,E00171,Annual,2024-08-05,2024-08-06,2,Approved
L001091,E00171,Casual,2020-12-27,2020-12-31,5,Approved
L001092,E00171,Maternity,2024-08-13,2024-10-23,72,Approved
L001093,E00171,Casual,2022-12-23,2022-12-24,2,Approved
L001094,E00171,Annual,2021-11-13,2021-11-17,5,Approved
L001095,E00171,Paternity,2025-06-03,2025-06-11,9,Rejected
L001096,E00171,Unpaid,2020-08-29,2020-09-01,4,Approved
L001097,E00171,Annual,2022-07-29,2022-07-31,3,Rejected
L001098,E00171,Unpaid,2023-07-14,2023-07-15,2,Approved
L001099,E00171,Casual,2023-09-29,2023-10-03,5,Approved
L001100,E00171,Sick,2025-06-09,2025-06-11,3,Approved
L001101,E00171,Casual,2023-08-08,2023-08-08,1,Approved
L001102,E00171,Maternity,2024-10-12,2025-01-03,84,Rejected
L001103,E00171,Sick,2024-04-16,2024-04-16,1,Approved
L001104,E00171,Casual,2021-01-19,2021-01-25,7,Approved
L001105,E00171,Sick,2024-12-04,2024-12-07,4,Approved
L001106,E00171,Paternity,2025-06-26,2025-07-08,13,Approved
L001107,E00171,Sick,2021-02-21,2021-02-25,5,Rejected
L001108,E00171,Sick,2021-02-10,2021-02-10,1,Approved
L001109,E00171,Annual,2022-02-21,2022-02-24,4,Approved
L001110,E00171,Sick,2024-07-03,2024-07-06,4,Approved
L001111,E00172,Casual,2025-06-15,2025-06-16,2,Approved
L001112,E00173,Sick,2023-05-26,2023-05-27,2,Approved
L001113,E00173,Unpaid,2024-12-26,2024-12-29,4,Approved
L001114,E00173,Sick,2023-02-16,2023-02-20,5,Approved
L001115,E00173,Sick,2024-12-12,2024-12-15,4,Rejected
L001116,E00173,Sick,2025-02-17,2025-02-18,2,Approved
L001117,E00173,Sick,2024-03-16,2024-03-21,6,Approved
L001118,E00174,Unpaid,2024-03-08,2024-03-11,4,Approved
L001119,E00174,Annual,2024-12-22,2024-12-28,7,Rejected
L001120,E00174,Sick,2025-02-24,2025-02-27,4,Approved
L001121,E00174,Casual,2025-03-08,2025-03-09,2,Rejected
L001122,E00174,Sick,2022-09-26,2022-10-02,7,Approved
L001123,E00174,Annual,2023-07-23,2023-07-28,6,Approved
L001124,E00174,Annual,2024-07-22,2024-07-24,3,Approved
L001125,E00174,Annual,2025-01-04,2025-01-08,5,Approved
L001126,E00174,Sick,2024-01-31,2024-02-06,7,Pending
L001127,E00174,Annual,2023-01-21,2023-01-25,5,Approved
L001128,E00174,Annual,2023-06-11,2023-06-17,7,Rejected
L001129,E00174,Casual,2023-05-22,2023-05-26,5,Approved
L001130,E00175,Casual,2022-02-27,2022-03-04,6,Approved
L001131,E00175,Annual,2023-02-04,2023-02-07,4,Approved
L001132,E00175,Casual,2022-07-31,2022-08-01,2,Approved
L001133,E00175,Unpaid,2022-12-13,2022-12-19,7,Approved
L001134,E00175,Casual,2022-10-05,2022-10-06,2,Pending
L001135,E00175,Annual,2022-08-01,2022-08-07,7,Approved
L001136,E00176,Casual,2023-06-18,2023-06-22,5,Approved
L001137,E00176,Sick,2025-02-23,2025-02-23,1,Rejected
L001138,E00176,Sick,2022-12-06,2022-12-06,1,Approved
L001139,E00176,Annual,2024-04-28,2024-04-30,3,Rejected
L001140,E00176,Casual,2024-11-18,2024-11-24,7,Pending
L001141,E00176,Unpaid,2021-01-29,2021-01-31,3,Approved
L001142,E00176,Casual,2022-08-24,2022-08-25,2,Approved
L001143,E00176,Casual,2022-03-12,2022-03-14,3,Approved
L001144,E00176,Sick,2022-09-10,2022-09-16,7,Approved
L001145,E00176,Casual,2022-10-20,2022-10-25,6,Approved
L001146,E00176,Sick,2021-05-15,2021-05-16,2,Approved
L001147,E00176,Paternity,2023-06-10,2023-06-20,11,Approved
L001148,E00176,Paternity,2021-04-25,2021-04-29,5,Pending
L001149,E00176,Casual,2023-04-10,2023-04-13,4,Approved
L001150,E00176,Casual,2024-10-16,2024-10-20,5,Rejected
L001151,E00177,Paternity,2024-04-22,2024-04-26,5,Approved
L001152,E00177,Annual,2023-08-21,2023-08-27,7,Approved
L001153,E00177,Sick,2024-08-19,2024-08-20,2,Pending
L001154,E00177,Paternity,2024-08-17,2024-08-22,6,Approved
L001155,E00177,Casual,2024-01-22,2024-01-22,1,Approved
L001156,E00177,Sick,2025-03-11,2025-03-11,1,Approved
L001157,E00177,Sick,2024-01-06,2024-01-09,4,Approved
L001158,E00177,Casual,2023-10-01,2023-10-02,2,Approved
L001159,E00177,Annual,2025-02-21,2025-02-27,7,Approved
L001160,E00177,Sick,2025-05-29,2025-06-01,4,Rejected
L001161,E00177,Annual,2024-09-25,2024-09-25,1,Rejected
L001162,E00177,Annual,2025-04-02,2025-04-03,2,Approved
L001163,E00178,Sick,2024-03-06,2024-03-09,4,Approved
L001164,E00178,Annual,2025-03-22,2025-03-26,5,Approved
L001165,E00178,Casual,2023-08-17,2023-08-19,3,Approved
L001166,E00178,Annual,2025-03-22,2025-03-25,4,Approved
L001167,E00178,Sick,2024-04-21,2024-04-27,7,Rejected
L001168,E00178,Unpaid,2023-07-24,2023-07-24,1,Rejected
L001169,E00178,Annual,2024-09-07,2024-09-11,5,Pending
L001170,E00179,Sick,2023-04-26,2023-05-02,7,Approved
L001171,E00179,Maternity,2024-07-26,2024-10-14,81,Approved
L001172,E00179,Sick,2023-09-27,2023-10-02,6,Approved
L001173,E00179,Sick,2024-06-17,2024-06-21,5,Approved
L001174,E00179,Sick,2023-03-30,2023-04-04,6,Approved
L001175,E00179,Sick,2023-03-15,2023-03-20,6,Approved
L001176,E00179,Annual,2023-10-04,2023-10-07,4,Approved
L001177,E00179,Paternity,2023-01-04,2023-01-16,13,Approved
L001178,E00179,Annual,2023-02-15,2023-02-16,2,Approved
L001179,E00179,Annual,2023-12-04,2023-12-06,3,Approved
L001180,E00179,Sick,2024-01-04,2024-01-10,7,Approved
L001181,E00180,Paternity,2024-02-08,2024-02-15,8,Approved
L001182,E00180,Casual,2025-06-11,2025-06-14,4,Approved
L001183,E00180,Annual,2024-05-22,2024-05-24,3,Approved
L001184,E00180,Casual,2024-11-18,2024-11-19,2,Approved
L001185,E00180,Annual,2024-08-05,2024-08-09,5,Approved
L001186,E00180,Casual,2024-05-13,2024-05-19,7,Approved
L001187,E00180,Sick,2025-05-05,2025-05-08,4,Approved
L001188,E00180,Annual,2024-10-05,2024-10-06,2,Approved
L001189,E00181,Annual,2024-09-10,2024-09-11,2,Approved
L001190,E00181,Annual,2025-01-05,2025-01-11,7,Approved
L001191,E00181,Annual,2025-03-24,2025-03-28,5,Pending
L001192,E00181,Annual,2025-03-20,2025-03-23,4,Approved
L001193,E00181,Paternity,2024-12-17,2024-12-26,10,Approved
L001194,E00182,Sick,2025-04-06,2025-04-08,3,Rejected
L001195,E00182,Casual,2025-04-06,2025-04-08,3,Approved
L001196,E00182,Sick,2025-05-22,2025-05-27,6,Rejected
L001197,E00183,Annual,2022-09-24,2022-09-25,2,Approved
L001198,E00183,Casual,2022-09-14,2022-09-19,6,Approved
L001199,E00183,Casual,2024-09-15,2024-09-20,6,Rejected
L001200,E00183,Casual,2024-05-28,2024-05-28,1,Approved
L001201,E00183,Annual,2023-08-06,2023-08-07,2,Approved
L001202,E00183,Sick,2023-04-25,2023-05-01,7,Pending
L001203,E00183,Annual,2024-02-04,2024-02-07,4,Approved
L001204,E00183,Casual,2024-12-09,2024-12-11,3,Approved
L001205,E00183,Annual,2025-06-18,2025-06-22,5,Approved
L001206,E00183,Annual,2022-10-27,2022-10-29,3,Approved
L001207,E00184,Casual,2025-05-16,2025-05-19,4,Approved
L001208,E00184,Sick,2020-12-12,2020-12-14,3,Approved
L001209,E00184,Annual,2023-01-29,2023-01-29,1,Approved
L001210,E00184,Paternity,2022-06-08,2022-06-14,7,Pending
L001211,E00184,Annual,2024-12-08,2024-12-13,6,Rejected
L001212,E00184,Annual,2023-04-10,2023-04-13,4,Rejected
L001213,E00184,Sick,2023-06-01,2023-06-02,2,Approved
L001214,E00184,Paternity,2022-11-17,2022-11-26,10,Approved
L001215,E00184,Unpaid,2021-04-01,2021-04-02,2,Approved
L001216,E00184,Maternity,2022-07-24,2022-10-11,80,Approved
L001217,E00184,Annual,2023-01-25,2023-01-25,1,Approved
L001218,E00184,Maternity,2024-12-19,2025-03-17,89,Approved
L001219,E00184,Annual,2022-05-03,2022-05-03,1,Approved
L001220,E00184,Sick,2025-06-03,2025-06-04,2,Approved
L001221,E00184,Casual,2021-06-01,2021-06-01,1,Approved
L001222,E00184,Annual,2022-06-29,2022-07-05,7,Rejected
L001223,E00184,Annual,2021-03-03,2021-03-03,1,Approved
L001224,E00185,Sick,2024-04-22,2024-04-25,4,Approved
L001225,E00185,Sick,2025-01-07,2025-01-12,6,Approved
L001226,E00185,Unpaid,2025-06-04,2025-06-10,7,Approved
L001227,E00186,Casual,2022-06-14,2022-06-17,4,Approved
L001228,E00186,Sick,2021-11-03,2021-11-08,6,Approved
L001229,E00186,Unpaid,2021-06-30,2021-06-30,1,Approved
L001230,E00186,Sick,2021-07-09,2021-07-15,7,Approved
L001231,E00186,Sick,2021-10-20,2021-10-25,6,Approved
L001232,E00186,Sick,2022-07-06,2022-07-12,7,Approved
L001233,E00186,Annual,2022-11-17,2022-11-20,4,Approved
L001234,E00186,Sick,2022-04-12,2022-04-12,1,Approved
L001235,E00187,Unpaid,2024-08-28,2024-08-30,3,Approved
L001236,E00187,Sick,2022-06-20,2022-06-21,2,Approved
L001237,E00187,Casual,2023-08-29,2023-08-29,1,Pending
L001238,E00187,Unpaid,2024-08-10,2024-08-13,4,Approved
L001239,E00187,Unpaid,2023-12-17,2023-12-23,7,Rejected
L001240,E00187,Annual,2024-02-15,2024-02-15,1,Approved
L001241,E00187,Casual,2024-04-20,2024-04-24,5,Approved
L001242,E00187,Annual,2022-12-17,2022-12-21,5,Approved
L001243,E00187,Annual,2022-08-31,2022-08-31,1,Approved
L001244,E00187,Annual,2024-03-21,2024-03-21,1,Pending
L001245,E00187,Casual,2022-07-19,2022-07-23,5,Approved
L001246,E00188,Annual,2024-07-25,2024-07-29,5,Pending
L001247,E00188,Casual,2025-03-24,2025-03-24,1,Approved
L001248,E00188,Sick,2025-04-24,2025-04-26,3,Approved
L001249,E00188,Paternity,2024-11-30,2024-12-11,12,Approved
L001250,E00189,Casual,2023-07-24,2023-07-26,3,Rejected
L001251,E00189,Paternity,2025-04-05,2025-04-13,9,Approved
L001252,E00189,Casual,2025-06-09,2025-06-15,7,Approved
L001253,E00189,Annual,2024-12-11,2024-12-16,6,Approved
L001254,E00189,Paternity,2024-09-23,2024-10-04,12,Approved
L001255,E00189,Casual,2024-12-04,2024-12-07,4,Approved
L001256,E00189,Casual,2025-05-23,2025-05-27,5,Approved
L001257,E00189,Annual,2024-05-08,2024-05-12,5,Approved
L001258,E00189,Casual,2025-05-10,2025-05-13,4,Approved
L001259,E00189,Annual,2025-02-05,2025-02-07,3,Approved
L001260,E00190,Annual,2024-05-31,2024-06-04,5,Approved
L001261,E00190,Maternity,2024-08-24,2024-11-05,74,Approved
L001262,E00190,Maternity,2023-06-21,2023-09-10,82,Approved
L001263,E00190,Unpaid,2024-07-29,2024-08-04,7,Approved
L001264,E00191,Casual,2023-05-11,2023-05-12,2,Approved
L001265,E00191,Sick,2025-02-17,2025-02-20,4,Approved
L001266,E00191,Annual,2025-06-09,2025-06-14,6,Approved
L001267,E00191,Sick,2023-04-01,2023-04-02,2,Approved
L001268,E00191,Maternity,2024-10-24,2025-01-02,71,Approved
L001269,E00191,Casual,2024-01-11,2024-01-16,6,Approved
L001270,E00192,Paternity,2021-10-31,2021-11-11,12,Approved
L001271,E00192,Casual,2023-03-22,2023-03-24,3,Rejected
L001272,E00192,Casual,2021-11-10,2021-11-16,7,Approved
L001273,E00192,Unpaid,2022-12-26,2022-12-29,4,Approved
L001274,E00192,Casual,2023-02-11,2023-02-17,7,Rejected
L001275,E00192,Casual,2023-03-05,2023-03-06,2,Approved
L001276,E00192,Casual,2022-06-05,2022-06-11,7,Approved
L001277,E00192,Annual,2022-04-07,2022-04-10,4,Approved
L001278,E00192,Sick,2021-05-18,2021-05-22,5,Approved
L001279,E00192,Annual,2022-06-05,2022-06-07,3,Approved
L001280,E00192,Maternity,2023-02-22,2023-05-14,82,Approved
L001281,E00192,Sick,2022-05-31,2022-06-03,4,Approved
L001282,E00192,Unpaid,2021-07-10,2021-07-10,1,Approved
L001283,E00192,Sick,2021-05-10,2021-05-16,7,Approved
L001284,E00192,Annual,2023-03-01,2023-03-07,7,Pending
L001285,E00193,Sick,2025-03-25,2025-03-25,1,Approved
L001286,E00193,Sick,2024-12-22,2024-12-26,5,Approved
L001287,E00194,Sick,2025-05-07,2025-05-08,2,Approved
L001288,E00195,Sick,2023-11-25,2023-11-30,6,Approved
L001289,E00195,Casual,2025-03-08,2025-03-11,4,Approved
L001290,E00195,Sick,2024-03-11,2024-03-11,1,Approved
L001291,E00195,Casual,2025-02-15,2025-02-18,4,Rejected
L001292,E00195,Casual,2023-10-26,2023-10-27,2,Approved
L001293,E00195,Sick,2024-03-21,2024-03-21,1,Approved
L001294,E00195,Casual,2024-08-02,2024-08-06,5,Approved
L001295,E00195,Sick,2023-05-02,2023-05-05,4,Approved
L001296,E00196,Casual,2023-11-17,2023-11-20,4,Approved
L001297,E00198,Casual,2024-07-20,2024-07-22,3,Rejected
L001298,E00198,Paternity,2023-05-04,2023-05-14,11,Approved
L001299,E00198,Annual,2025-03-02,2025-03-03,2,Approved
L001300,E00198,Casual,2024-06-22,2024-06-22,1,Approved
L001301,E00198,Sick,2023-05-25,2023-05-26,2,Approved
L001302,E00198,Sick,2025-01-05,2025-01-06,2,Approved
L001303,E00198,Sick,2024-05-24,2024-05-24,1,Approved
L001304,E00198,Maternity,2024-03-31,2024-06-05,67,Approved
L001305,E00198,Sick,2025-05-06,2025-05-08,3,Approved
L001306,E00199,Sick,2024-06-22,2024-06-27,6,Approved
L001307,E00199,Paternity,2023-12-14,2023-12-21,8,Approved
L001308,E00199,Annual,2023-11-01,2023-11-03,3,Approved
L001309,E00199,Annual,2024-06-14,2024-06-18,5,Approved
L001310,E00199,Paternity,2023-03-25,2023-04-06,13,Approved
L001311,E00199,Casual,2023-09-03,2023-09-04,2,Rejected
L001312,E00199,Annual,2024-03-07,2024-03-07,1,Approved
L001313,E00199,Sick,2024-04-19,2024-04-19,1,Approved
L001314,E00199,Sick,2023-05-23,2023-05-26,4,Approved
L001315,E00199,Annual,2023-07-22,2023-07-23,2,Approved
L001316,E00199,Paternity,2023-06-10,2023-06-18,9,Approved
L001317,E00199,Sick,2024-04-18,2024-04-19,2,Approved
L001318,E00199,Sick,2024-02-29,2024-03-05,6,Approved
L001319,E00200,Annual,2025-04-18,2025-04-20,3,Approved
L001320,E00200,Casual,2024-08-16,2024-08-22,7,Approved
L001321,E00200,Paternity,2024-08-22,2024-09-03,13,Approved
L001322,E00200,Annual,2025-01-17,2025-01-22,6,Approved
L001323,E00201,Annual,2025-06-13,2025-06-18,6,Approved
L001324,E00202,Sick,2025-05-11,2025-05-17,7,Approved
L001325,E00203,Casual,2025-01-24,2025-01-29,6,Approved
L001326,E00203,Sick,2024-06-10,2024-06-10,1,Approved
L001327,E00203,Casual,2025-05-24,2025-05-30,7,Rejected
L001328,E00203,Annual,2025-01-17,2025-01-18,2,Pending
L001329,E00204,Annual,2021-01-03,2021-01-06,4,Approved
L001330,E00205,Sick,2024-11-22,2024-11-24,3,Approved
L001331,E00205,Annual,2024-07-07,2024-07-13,7,Rejected
L001332,E00205,Casual,2025-06-27,2025-07-02,6,Approved
L001333,E00206,Annual,2025-05-07,2025-05-08,2,Approved
L001334,E00206,Annual,2023-01-06,2023-01-06,1,Approved
L001335,E00206,Annual,2024-11-07,2024-11-12,6,Approved
L001336,E00206,Paternity,2024-04-15,2024-04-28,14,Approved
L001337,E00206,Casual,2023-03-26,2023-03-28,3,Approved
L001338,E00206,Casual,2025-03-22,2025-03-22,1,Approved
L001339,E00206,Sick,2024-01-28,2024-01-30,3,Approved
L001340,E00206,Sick,2023-09-27,2023-09-27,1,Rejected
L001341,E00206,Maternity,2023-05-17,2023-08-03,79,Approved
L001342,E00206,Annual,2024-09-02,2024-09-08,7,Rejected
L001343,E00206,Casual,2022-11-10,2022-11-11,2,Approved
L001344,E00206,Paternity,2024-03-30,2024-04-08,10,Approved
L001345,E00207,Unpaid,2024-08-17,2024-08-17,1,Approved
L001346,E00207,Casual,2025-01-13,2025-01-19,7,Pending
L001347,E00208,Casual,2024-12-14,2024-12-14,1,Rejected
L001348,E00208,Sick,2021-10-14,2021-10-19,6,Approved
L001349,E00208,Sick,2025-01-27,2025-01-28,2,Approved
L001350,E00208,Sick,2024-07-09,2024-07-11,3,Approved
L001351,E00208,Casual,2022-05-27,2022-05-31,5,Approved
L001352,E00208,Casual,2023-11-10,2023-11-12,3,Approved
L001353,E00208,Casual,2025-05-19,2025-05-21,3,Approved
L001354,E00208,Sick,2021-06-29,2021-07-05,7,Approved
L001355,E00208,Sick,2024-04-09,2024-04-09,1,Approved
L001356,E00208,Annual,2021-05-30,2021-06-04,6,Rejected
L001357,E00208,Sick,2024-12-09,2024-12-13,5,Approved
L001358,E00208,Sick,2023-05-06,2023-05-08,3,Approved
L001359,E00208,Sick,2024-04-17,2024-04-23,7,Pending
L001360,E00208,Casual,2023-03-01,2023-03-05,5,Approved
L001361,E00208,Annual,2023-05-11,2023-05-11,1,Approved
L001362,E00209,Sick,2022-05-24,2022-05-30,7,Approved
L001363,E00209,Casual,2022-04-04,2022-04-04,1,Approved
L001364,E00209,Sick,2021-08-20,2021-08-23,4,Approved
L001365,E00209,Sick,2022-08-26,2022-08-31,6,Approved
L001366,E00209,Sick,2021-08-11,2021-08-12,2,Approved
L001367,E00209,Sick,2022-01-19,2022-01-24,6,Pending
L001368,E00210,Annual,2025-03-11,2025-03-17,7,Approved
L001369,E00210,Sick,2025-02-01,2025-02-01,1,Approved
L001370,E00211,Unpaid,2025-03-17,2025-03-23,7,Approved
L001371,E00211,Casual,2025-03-06,2025-03-12,7,Approved
L001372,E00212,Sick,2022-07-04,2022-07-04,1,Approved
L001373,E00212,Paternity,2021-08-12,2021-08-25,14,Approved
L001374,E00212,Sick,2021-10-14,2021-10-20,7,Approved
L001375,E00212,Casual,2022-07-03,2022-07-07,5,Approved
L001376,E00213,Casual,2025-03-22,2025-03-27,6,Approved
L001377,E00214,Casual,2024-12-29,2024-12-30,2,Approved
L001378,E00214,Casual,2025-05-18,2025-05-20,3,Rejected
L001379,E00214,Annual,2024-02-20,2024-02-20,1,Pending
L001380,E00215,Annual,2024-12-26,2024-12-28,3,Approved
L001381,E00215,Casual,2025-02-07,2025-02-09,3,Rejected
L001382,E00216,Annual,2025-06-02,2025-06-04,3,Approved
L001383,E00216,Unpaid,2025-01-29,2025-01-31,3,Approved
L001384,E00216,Casual,2025-04-27,2025-05-01,5,Approved
L001385,E00217,Annual,2022-11-04,2022-11-07,4,Approved
L001386,E00217,Sick,2023-08-20,2023-08-26,7,Pending
L001387,E00217,Casual,2023-08-17,2023-08-20,4,Approved
L001388,E00217,Unpaid,2021-10-12,2021-10-17,6,Approved
L001389,E00217,Casual,2022-04-25,2022-04-25,1,Approved
L001390,E00217,Maternity,2023-05-24,2023-08-10,79,Rejected
L001391,E00217,Casual,2022-03-11,2022-03-13,3,Rejected
L001392,E00217,Annual,2023-04-15,2023-04-15,1,Approved
L001393,E00217,Annual,2024-02-09,2024-02-12,4,Pending
L001394,E00218,Annual,2024-08-16,2024-08-22,7,Approved
L001395,E00218,Annual,2025-06-06,2025-06-09,4,Approved
L001396,E00218,Casual,2024-08-21,2024-08-27,7,Approved
L001397,E00218,Annual,2023-03-31,2023-04-01,2,Approved
L001398,E00218,Unpaid,2023-05-13,2023-05-15,3,Approved
L001399,E00218,Casual,2024-03-21,2024-03-27,7,Pending
L001400,E00218,Casual,2024-05-01,2024-05-07,7,Approved
L001401,E00220,Annual,2023-12-23,2023-12-24,2,Rejected
L001402,E00220,Sick,2023-11-08,2023-11-08,1,Approved
L001403,E00220,Unpaid,2024-01-18,2024-01-19,2,Approved
L001404,E00220,Casual,2024-03-18,2024-03-18,1,Approved
L001405,E00220,Sick,2023-12-14,2023-12-19,6,Pending
L001406,E00220,Casual,2024-07-25,2024-07-29,5,Approved
L001407,E00220,Sick,2021-08-08,2021-08-08,1,Approved
L001408,E00220,Annual,2023-01-26,2023-01-29,4,Approved
L001409,E00220,Sick,2024-02-04,2024-02-09,6,Approved
L001410,E00220,Annual,2023-02-02,2023-02-06,5,Rejected
L001411,E00220,Sick,2022-11-01,2022-11-02,2,Approved
L001412,E00220,Casual,2021-06-24,2021-06-28,5,Approved
L001413,E00220,Annual,2023-12-01,2023-12-07,7,Approved
L001414,E00220,Annual,2022-07-18,2022-07-24,7,Approved
L001415,E00220,Unpaid,2023-12-30,2023-12-31,2,Approved
L001416,E00220,Maternity,2024-02-25,2024-05-24,90,Approved
L001417,E00220,Annual,2024-05-13,2024-05-13,1,Approved
L001418,E00220,Casual,2023-11-01,2023-11-02,2,Rejected
L001419,E00220,Unpaid,2023-11-15,2023-11-17,3,Rejected
L001420,E00220,Casual,2022-07-30,2022-07-30,1,Approved
L001421,E00220,Casual,2024-07-13,2024-07-18,6,Approved
L001422,E00220,Annual,2022-08-10,2022-08-14,5,Approved
L001423,E00221,Unpaid,2020-11-16,2020-11-19,4,Approved
L001424,E00221,Paternity,2021-09-04,2021-09-11,8,Approved
L001425,E00221,Annual,2022-01-17,2022-01-18,2,Approved
L001426,E00221,Sick,2023-08-28,2023-08-29,2,Approved
L001427,E00221,Casual,2022-09-11,2022-09-11,1,Approved
L001428,E00221,Annual,2021-01-30,2021-02-03,5,Approved
L001429,E00221,Casual,2023-07-27,2023-07-30,4,Approved
L001430,E00221,Unpaid,2023-02-09,2023-02-10,2,Approved
L001431,E00222,Casual,2024-12-23,2024-12-24,2,Approved
L001432,E00222,Casual,2025-05-14,2025-05-14,1,Approved
L001433,E00223,Sick,2024-09-11,2024-09-17,7,Approved
L001434,E00223,Annual,2025-02-15,2025-02-17,3,Approved
L001435,E00223,Sick,2024-11-18,2024-11-19,2,Pending
L001436,E00223,Sick,2025-05-03,2025-05-04,2,Approved
L001437,E00223,Casual,2024-06-02,2024-06-05,4,Approved
L001438,E00223,Annual,2025-02-25,2025-02-27,3,Approved
L001439,E00223,Sick,2024-12-10,2024-12-11,2,Approved
L001440,E00223,Casual,2025-04-05,2025-04-10,6,Approved
L001441,E00224,Sick,2025-03-28,2025-03-31,4,Rejected
L001442,E00224,Sick,2024-10-23,2024-10-26,4,Approved
L001443,E00224,Sick,2025-04-24,2025-04-27,4,Pending
L001444,E00224,Annual,2025-01-08,2025-01-10,3,Approved
L001445,E00224,Casual,2024-11-28,2024-11-28,1,Approved
L001446,E00224,Sick,2024-04-01,2024-04-03,3,Approved
L001447,E00225,Annual,2025-06-06,2025-06-10,5,Approved
L001448,E00226,Casual,2025-02-15,2025-02-19,5,Approved
L001449,E00227,Sick,2025-04-25,2025-04-29,5,Rejected
L001450,E00228,Annual,2024-11-26,2024-11-30,5,Approved
L001451,E00228,Annual,2023-09-29,2023-10-02,4,Rejected
L001452,E00228,Annual,2024-08-04,2024-08-10,7,Rejected
L001453,E00228,Sick,2024-02-21,2024-02-24,4,Rejected
L001454,E00228,Casual,2023-12-31,2024-01-06,7,Approved
L001455,E00228,Sick,2023-12-31,2024-01-02,3,Approved
L001456,E00228,Sick,2024-11-04,2024-11-09,6,Approved
L001457,E00228,Sick,2024-02-13,2024-02-18,6,Approved
L001458,E00228,Casual,2024-05-21,2024-05-26,6,Approved
L001459,E00228,Maternity,2023-08-06,2023-10-31,87,Approved
L001460,E00228,Sick,2025-01-21,2025-01-21,1,Approved
L001461,E00228,Sick,2024-04-12,2024-04-15,4,Approved
L001462,E00229,Paternity,2023-01-01,2023-01-10,10,Approved
